id,title,summary,full_text,link,source,category,subcategory,location,impact,severity,keywords,timestamp,processed_at
1765365657985,Youth succumbs following sudden explosion at fireworks factory in Katana,"A youth has died following a sudden explosion at a fireworks manufacturing factory in Kimbulapitiya, Katana, police stated. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115818/youth-succumbs-following-sudden-explosion-at-fireworks-factory-in-katana,ada_derana,safety,fires,Sri Lanka,Safety advisory issued. Public advised to remain vigilant.,low,[],2025-12-10T16:50:57.985030,2025-12-10T16:50:57.985124
1765365657987,Individual arrested over theft of telecom transmission cables in Rambukkana,"An individual has been arrested in connection with the theft of cables installed on a telecommunication transmission tower located in Yatagama, Rambukkana, police stated. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115817/individual-arrested-over-theft-of-telecom-transmission-cables-in-rambukkana,ada_derana,crime,arrests,Sri Lanka,Minor criminal incident reported. Increased police presence.,low,[],2025-12-10T16:50:57.986961,2025-12-10T16:50:57.987148
1765365657990,Train delays reported along the Main Line,"Trains operating along the main line are currently experiencing delays, Sri Lanka Railways has stated. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115816/train-delays-reported-along-the-main-line,ada_derana,traffic,train_delays,Sri Lanka,Minor traffic updates. Motorists advised to exercise caution.,low,[],2025-12-10T16:50:57.990055,2025-12-10T16:50:57.990331
1765365657994,Zelenskiy says he is open to elections if US ensures security,Ukrainian President Volodymyr Zelenskiy said on Tuesday he was prepared to hold elections within three months if the U.S. and Kyivs other allies could ensure the security of the vote. MORE..,🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115815/zelenskiy-says-he-is-open-to-elections-if-us-ensures-security,ada_derana,weather,rainfall_alerts,Sri Lanka,Weather information update for planning purposes.,info,[],2025-12-10T16:50:57.994202,2025-12-10T16:50:57.994411
1765365919818,Deepavali inscribed on UNESCOs Intangible Cultural Heritage list,"Deepavali  the festival of lights  was on Wednesday (December 10, 2025) inscribed on the UNESCOs Representative List of the Intangible Cultural Heritage of Humanity, sparking celebrations to mark the earning of the coveted tag. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115836/deepavali-inscribed-on-unescos-intangible-cultural-heritage-list,ada_derana,community,community_general,Sri Lanka,General information update for public awareness.,info,[],2025-12-10T16:55:19.818183,2025-12-10T16:55:19.818259
1765365919819,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115835/uae-continues-to-send-aid-to-assist-flood-hit-sri-lanka,ada_derana,weather,floods,Sri Lanka,Severe weather conditions posing risks to public safety. Follow official warnings.,high,[],2025-12-10T16:55:19.819125,2025-12-10T16:55:19.819175
1765365919820,Advisory issued for severe lightning,An Amber advisory has been issued by the Department of Meteorology for severe lightning in the Western and Sabaragamuwa provinces and in Galle and Matara Districts. MORE..,🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115834/advisory-issued-for-severe-lightning,ada_derana,general,general_news,Sri Lanka,General news update for public information,info,[],2025-12-10T16:55:19.820193,2025-12-10T16:55:19.820233
1765365919821,"Significant flooding reported after heavy rainfall in Jeddah, Saudi Arabia","Jeddah, Saudi Arabia has experienced heavy rainfall that has led to significant flooding and traffic congestion across the city. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115833/significant-flooding-reported-after-heavy-rainfall-in-jeddah-saudi-arabia,ada_derana,weather,rainfall_alerts,Sri Lanka,Weather-related disruptions expected. Stay informed about updates.,medium,[],2025-12-10T16:55:19.821061,2025-12-10T16:55:19.821107
1765365919821,Ex-Central Bank Governor Ajith Nivard Cabraal and three others acquitted in Greek Bond case,Former Central Bank Governor Ajith Nivard Cabraal has been released from the case pertaining to the 2012 purchase of Greek Bonds. MORE..,🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115832/ex-central-bank-governor-ajith-nivard-cabraal-and-three-others-acquitted-in-greek-bond-case,ada_derana,general,general_news,Sri Lanka,General news update for public information,info,[],2025-12-10T16:55:19.821963,2025-12-10T16:55:19.822004
1765365919822,Case against Yoshitha and grandmother adjourned pending Daisy Forrests medical report,"The Attorney General informed the Colombo High Court today (10) that Daisy Forrest, the grandmother of Yoshitha Rajapaksa and a defendant in a case filed under the Prevention of Money Laundering Act, is scheduled to undergo a psychiatric medical report tomorrow by the Colombo Judicial Medical Officer. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115831/case-against-yoshitha-and-grandmother-adjourned-pending-daisy-forrests-medical-report,ada_derana,crime,court_legal_updates,Colombo,Law enforcement update for public information.,info,[],2025-12-10T16:55:19.822511,2025-12-10T16:55:19.822561
1765365919823,Homeowners in landslide-prone areas provided with reports on risk level: NBRO,The National Building Research Organisation (NBRO) has extended landslide warnings issued to several areas based on current ground conditions and weather forecasts. MORE..,🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115830/homeowners-in-landslide-prone-areas-provided-with-reports-on-risk-level-nbro-,ada_derana,weather,landslides,Sri Lanka,Weather-related disruptions expected. Stay informed about updates.,medium,[],2025-12-10T16:55:19.823004,2025-12-10T16:55:19.823044
1765365919824,Heavy vehicles barred from using road over Kotmale Dam: Mahaweli Authority,"Heavy vehicles have been barred from using the road over the Kotmale Dam, the Mahaweli Development Authority (MDA) has announced. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115829/heavy-vehicles-barred-from-using-road-over-kotmale-dam-mahaweli-authority,ada_derana,traffic,road_accident,Sri Lanka,Traffic information update for public awareness.,info,[],2025-12-10T16:55:19.824524,2025-12-10T16:55:19.824568
1765365919825,Kolonna Pradeshiya Sabhas budget defeated for the second time,"The annual budget of the Kolonna Pradeshiya Sabha, which is controlled by the National Peoples Power (NPP), has been defeated for the second time. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115828/kolonna-pradeshiya-sabhas-budget-defeated-for-the-second-time,ada_derana,general,general_news,Sri Lanka,General news update for public information,info,[],2025-12-10T16:55:19.825863,2025-12-10T16:55:19.825911
1765365919826,Family dog assists in locating bodies of seven victims in Ambokka landslide,"Highlands surrounding the Ambokka village within the Pallepola Divisional Secretariat area in Matale, have reportedly become increasingly unstable following recent heavy rains. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115827/family-dog-assists-in-locating-bodies-of-seven-victims-in-ambokka-landslide,ada_derana,weather,rainfall_alerts,Sri Lanka,Weather advisory in effect. Minor inconveniences possible.,low,[],2025-12-10T16:55:19.826572,2025-12-10T16:55:19.826613
1765365919827,H-1B visa appointments postponed for many Indians amid US Social Media rules,The US State Departments new social media vetting policy has triggered massive disruptions for H-1B visa applicants in India as many appointments have been postponed to next year. The US Embassy in India issued an advisory to the visa applicants on Tuesday night. MORE..,🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115826/h-1b-visa-appointments-postponed-for-many-indians-amid-us-social-media-rules,ada_derana,government,government_general,Sri Lanka,Policy changes announced. Impact on services expected.,medium,[],2025-12-10T16:55:19.827348,2025-12-10T16:55:19.827393
1765365919829,Google Maps begins updating Sri Lankas road network  Minister,"Google Maps has commenced updating information pertaining Sri Lankas road network covering around 12,000 kilometers, Minister of Transport Bimal Ratnayake has stated. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115825/google-maps-begins-updating-sri-lankas-road-network-minister,ada_derana,traffic,bus_issues,Sri Lanka,Traffic information update for public awareness.,info,[],2025-12-10T16:55:19.829254,2025-12-10T16:55:19.829301
1765365919829,"Rebuilding Sri Lanka Fund receives Rs. 1,893 million thus far","The Rebuilding Sri Lanka programme, initiated to restore the country following the damage caused by Cyclone Ditwah, has received a total of Rs. 1,893 million in funding from domestic sources, overseas Sri Lankans, and various institutions, the Secretary to the Ministry of Finance, Dr. Harshana Suriyapperuma has stated. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115824/rebuilding-sri-lanka-fund-receives-rs-1893-million-thus-far,ada_derana,weather,cyclones,Sri Lanka,Weather advisory in effect. Minor inconveniences possible.,low,[],2025-12-10T16:55:19.829842,2025-12-10T16:55:19.829881
1765365919830,"Over 50,000 tourists arrive in first eight days of December","A total of 50,222 tourists have arrived in the country thus far in December, data from the Sri Lanka Tourism Development Authority (SLTDA) shows. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115823/over-50000-tourists-arrive-in-first-eight-days-of-december,ada_derana,general,general_news,Sri Lanka,General news update for public information,info,[],2025-12-10T16:55:19.830469,2025-12-10T16:55:19.830510
1765365919830,"Landslide in Bogahapathana, no injuries or casualties reported","A landslide has been reported in Bogahapathana, Meegahakiula. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115821/landslide-in-bogahapathana-no-injuries-or-casualties-reported,ada_derana,weather,landslides,Sri Lanka,Weather advisory in effect. Minor inconveniences possible.,low,[],2025-12-10T16:55:19.830960,2025-12-10T16:55:19.831000
1765365919831,"Britain sanctions Russian, Chinese entities over disinfo, cyber threats",Britain on Tuesday (Dec 9) sanctioned entities it accused of distorting information in favour of Russia as well as two Chinese companies for alleged cyber activities against the United Kingdom and its allies. MORE..,🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115820/britain-sanctions-russian-chinese-entities-over-disinfo-cyber-threats,ada_derana,general,general_news,Sri Lanka,General news update for public information,info,[],2025-12-10T16:55:19.831327,2025-12-10T16:55:19.831364
1765365919832,Youth succumbs following sudden explosion at fireworks factory in Katana,"A youth has died following a sudden explosion at a fireworks manufacturing factory in Kimbulapitiya, Katana, police stated. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115818/youth-succumbs-following-sudden-explosion-at-fireworks-factory-in-katana,ada_derana,safety,fires,Sri Lanka,Safety advisory issued. Public advised to remain vigilant.,low,[],2025-12-10T16:55:19.831987,2025-12-10T16:55:19.832024
1765365919832,Individual arrested over theft of telecom transmission cables in Rambukkana,"An individual has been arrested in connection with the theft of cables installed on a telecommunication transmission tower located in Yatagama, Rambukkana, police stated. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115817/individual-arrested-over-theft-of-telecom-transmission-cables-in-rambukkana,ada_derana,crime,arrests,Sri Lanka,Minor criminal incident reported. Increased police presence.,low,[],2025-12-10T16:55:19.832533,2025-12-10T16:55:19.832573
1765365919833,Train delays reported along the Main Line,"Trains operating along the main line are currently experiencing delays, Sri Lanka Railways has stated. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115816/train-delays-reported-along-the-main-line,ada_derana,traffic,train_delays,Sri Lanka,Minor traffic updates. Motorists advised to exercise caution.,low,[],2025-12-10T16:55:19.833075,2025-12-10T16:55:19.833113
1765365919833,Zelenskiy says he is open to elections if US ensures security,Ukrainian President Volodymyr Zelenskiy said on Tuesday he was prepared to hold elections within three months if the U.S. and Kyivs other allies could ensure the security of the vote. MORE..,🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115815/zelenskiy-says-he-is-open-to-elections-if-us-ensures-security,ada_derana,weather,rainfall_alerts,Sri Lanka,Weather information update for planning purposes.,info,[],2025-12-10T16:55:19.833558,2025-12-10T16:55:19.833593
1765366251961,Russias first aircraft carrying 35 tons of humanitarian aid arrives in Sri Lanka,Russia has dispatched a consignment of 35 metric tons of humanitarian aid to Sri Lanka following the impact of Cyclone Ditwah. MORE..,🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115838/russias-first-aircraft-carrying-35-tons-of-humanitarian-aid-arrives-in-sri-lanka,ada_derana,weather,cyclones,Sri Lanka,Weather information update for planning purposes.,info,[],2025-12-10T17:00:51.961808,2025-12-10T17:00:51.961898
1765366251962,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115837/australia-and-unfpa-partner-to-protect-women-and-girls-in-cyclone-affected-sri-lanka,ada_derana,weather,floods,Sri Lanka,Severe weather conditions posing risks to public safety. Follow official warnings.,high,[],2025-12-10T17:00:51.962862,2025-12-10T17:00:51.962916
1765366251964,Deepavali inscribed on UNESCOs Intangible Cultural Heritage list,"Deepavali  the festival of lights  was on Wednesday (December 10, 2025) inscribed on the UNESCOs Representative List of the Intangible Cultural Heritage of Humanity, sparking celebrations to mark the earning of the coveted tag. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115836/deepavali-inscribed-on-unescos-intangible-cultural-heritage-list,ada_derana,community,community_general,Sri Lanka,General information update for public awareness.,info,[],2025-12-10T17:00:51.964080,2025-12-10T17:00:51.964122
1765366251965,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115835/uae-continues-to-send-aid-to-assist-flood-hit-sri-lanka,ada_derana,weather,floods,Sri Lanka,Severe weather conditions posing risks to public safety. Follow official warnings.,high,[],2025-12-10T17:00:51.965082,2025-12-10T17:00:51.965144
1765366251966,Advisory issued for severe lightning,An Amber advisory has been issued by the Department of Meteorology for severe lightning in the Western and Sabaragamuwa provinces and in Galle and Matara Districts. MORE..,🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115834/advisory-issued-for-severe-lightning,ada_derana,general,general_news,Sri Lanka,General news update for public information,info,[],2025-12-10T17:00:51.966733,2025-12-10T17:00:51.966799
1765366251967,"Significant flooding reported after heavy rainfall in Jeddah, Saudi Arabia","Jeddah, Saudi Arabia has experienced heavy rainfall that has led to significant flooding and traffic congestion across the city. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115833/significant-flooding-reported-after-heavy-rainfall-in-jeddah-saudi-arabia,ada_derana,weather,rainfall_alerts,Sri Lanka,Weather-related disruptions expected. Stay informed about updates.,medium,[],2025-12-10T17:00:51.967649,2025-12-10T17:00:51.967694
1765366251969,Ex-Central Bank Governor Ajith Nivard Cabraal and three others acquitted in Greek Bond case,Former Central Bank Governor Ajith Nivard Cabraal has been released from the case pertaining to the 2012 purchase of Greek Bonds. MORE..,🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115832/ex-central-bank-governor-ajith-nivard-cabraal-and-three-others-acquitted-in-greek-bond-case,ada_derana,general,general_news,Sri Lanka,General news update for public information,info,[],2025-12-10T17:00:51.969715,2025-12-10T17:00:51.969792
1765366251970,Case against Yoshitha and grandmother adjourned pending Daisy Forrests medical report,"The Attorney General informed the Colombo High Court today (10) that Daisy Forrest, the grandmother of Yoshitha Rajapaksa and a defendant in a case filed under the Prevention of Money Laundering Act, is scheduled to undergo a psychiatric medical report tomorrow by the Colombo Judicial Medical Officer. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115831/case-against-yoshitha-and-grandmother-adjourned-pending-daisy-forrests-medical-report,ada_derana,crime,court_legal_updates,Colombo,Law enforcement update for public information.,info,[],2025-12-10T17:00:51.970339,2025-12-10T17:00:51.970377
1765366251970,Homeowners in landslide-prone areas provided with reports on risk level: NBRO,The National Building Research Organisation (NBRO) has extended landslide warnings issued to several areas based on current ground conditions and weather forecasts. MORE..,🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115830/homeowners-in-landslide-prone-areas-provided-with-reports-on-risk-level-nbro-,ada_derana,weather,landslides,Sri Lanka,Weather-related disruptions expected. Stay informed about updates.,medium,[],2025-12-10T17:00:51.970847,2025-12-10T17:00:51.970885
1765366251973,Heavy vehicles barred from using road over Kotmale Dam: Mahaweli Authority,"Heavy vehicles have been barred from using the road over the Kotmale Dam, the Mahaweli Development Authority (MDA) has announced. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115829/heavy-vehicles-barred-from-using-road-over-kotmale-dam-mahaweli-authority,ada_derana,traffic,road_accident,Sri Lanka,Traffic information update for public awareness.,info,[],2025-12-10T17:00:51.973382,2025-12-10T17:00:51.973438
1765366251973,Kolonna Pradeshiya Sabhas budget defeated for the second time,"The annual budget of the Kolonna Pradeshiya Sabha, which is controlled by the National Peoples Power (NPP), has been defeated for the second time. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115828/kolonna-pradeshiya-sabhas-budget-defeated-for-the-second-time,ada_derana,general,general_news,Sri Lanka,General news update for public information,info,[],2025-12-10T17:00:51.973874,2025-12-10T17:00:51.973926
1765366251975,Family dog assists in locating bodies of seven victims in Ambokka landslide,"Highlands surrounding the Ambokka village within the Pallepola Divisional Secretariat area in Matale, have reportedly become increasingly unstable following recent heavy rains. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115827/family-dog-assists-in-locating-bodies-of-seven-victims-in-ambokka-landslide,ada_derana,weather,rainfall_alerts,Sri Lanka,Weather advisory in effect. Minor inconveniences possible.,low,[],2025-12-10T17:00:51.975052,2025-12-10T17:00:51.975120
1765366251976,H-1B visa appointments postponed for many Indians amid US Social Media rules,The US State Departments new social media vetting policy has triggered massive disruptions for H-1B visa applicants in India as many appointments have been postponed to next year. The US Embassy in India issued an advisory to the visa applicants on Tuesday night. MORE..,🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115826/h-1b-visa-appointments-postponed-for-many-indians-amid-us-social-media-rules,ada_derana,government,government_general,Sri Lanka,Policy changes announced. Impact on services expected.,medium,[],2025-12-10T17:00:51.976070,2025-12-10T17:00:51.976136
1765366251977,Google Maps begins updating Sri Lankas road network  Minister,"Google Maps has commenced updating information pertaining Sri Lankas road network covering around 12,000 kilometers, Minister of Transport Bimal Ratnayake has stated. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115825/google-maps-begins-updating-sri-lankas-road-network-minister,ada_derana,traffic,bus_issues,Sri Lanka,Traffic information update for public awareness.,info,[],2025-12-10T17:00:51.977612,2025-12-10T17:00:51.977675
1765366251978,"Rebuilding Sri Lanka Fund receives Rs. 1,893 million thus far","The Rebuilding Sri Lanka programme, initiated to restore the country following the damage caused by Cyclone Ditwah, has received a total of Rs. 1,893 million in funding from domestic sources, overseas Sri Lankans, and various institutions, the Secretary to the Ministry of Finance, Dr. Harshana Suriyapperuma has stated. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115824/rebuilding-sri-lanka-fund-receives-rs-1893-million-thus-far,ada_derana,weather,cyclones,Sri Lanka,Weather advisory in effect. Minor inconveniences possible.,low,[],2025-12-10T17:00:51.978621,2025-12-10T17:00:51.978682
1765366251979,"Over 50,000 tourists arrive in first eight days of December","A total of 50,222 tourists have arrived in the country thus far in December, data from the Sri Lanka Tourism Development Authority (SLTDA) shows. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115823/over-50000-tourists-arrive-in-first-eight-days-of-december,ada_derana,general,general_news,Sri Lanka,General news update for public information,info,[],2025-12-10T17:00:51.979063,2025-12-10T17:00:51.979105
1765366251979,"Landslide in Bogahapathana, no injuries or casualties reported","A landslide has been reported in Bogahapathana, Meegahakiula. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115821/landslide-in-bogahapathana-no-injuries-or-casualties-reported,ada_derana,weather,landslides,Sri Lanka,Weather advisory in effect. Minor inconveniences possible.,low,[],2025-12-10T17:00:51.979653,2025-12-10T17:00:51.979706
1765366251980,"Britain sanctions Russian, Chinese entities over disinfo, cyber threats",Britain on Tuesday (Dec 9) sanctioned entities it accused of distorting information in favour of Russia as well as two Chinese companies for alleged cyber activities against the United Kingdom and its allies. MORE..,🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115820/britain-sanctions-russian-chinese-entities-over-disinfo-cyber-threats,ada_derana,general,general_news,Sri Lanka,General news update for public information,info,[],2025-12-10T17:00:51.980162,2025-12-10T17:00:51.980221
1765366251980,Youth succumbs following sudden explosion at fireworks factory in Katana,"A youth has died following a sudden explosion at a fireworks manufacturing factory in Kimbulapitiya, Katana, police stated. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115818/youth-succumbs-following-sudden-explosion-at-fireworks-factory-in-katana,ada_derana,safety,fires,Sri Lanka,Safety advisory issued. Public advised to remain vigilant.,low,[],2025-12-10T17:00:51.980929,2025-12-10T17:00:51.980988
1765366251981,Individual arrested over theft of telecom transmission cables in Rambukkana,"An individual has been arrested in connection with the theft of cables installed on a telecommunication transmission tower located in Yatagama, Rambukkana, police stated. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115817/individual-arrested-over-theft-of-telecom-transmission-cables-in-rambukkana,ada_derana,crime,arrests,Sri Lanka,Minor criminal incident reported. Increased police presence.,low,[],2025-12-10T17:00:51.981891,2025-12-10T17:00:51.981946
1765366513032,Russias first aircraft carrying 35 tons of humanitarian aid arrives in Sri Lanka,Russia has dispatched a consignment of 35 metric tons of humanitarian aid to Sri Lanka following the impact of Cyclone Ditwah. MORE..,🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115838/russias-first-aircraft-carrying-35-tons-of-humanitarian-aid-arrives-in-sri-lanka,ada_derana,weather,cyclones,Sri Lanka,Weather information update for planning purposes.,info,[],2025-12-10T17:05:13.032133,2025-12-10T17:05:13.032259
1765366513034,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115837/australia-and-unfpa-partner-to-protect-women-and-girls-in-cyclone-affected-sri-lanka,ada_derana,weather,floods,Sri Lanka,Severe weather conditions posing risks to public safety. Follow official warnings.,high,[],2025-12-10T17:05:13.034525,2025-12-10T17:05:13.034795
1765366513039,Deepavali inscribed on UNESCOs Intangible Cultural Heritage list,"Deepavali  the festival of lights  was on Wednesday (December 10, 2025) inscribed on the UNESCOs Representative List of the Intangible Cultural Heritage of Humanity, sparking celebrations to mark the earning of the coveted tag. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115836/deepavali-inscribed-on-unescos-intangible-cultural-heritage-list,ada_derana,community,community_general,Sri Lanka,General information update for public awareness.,info,[],2025-12-10T17:05:13.039179,2025-12-10T17:05:13.039288
1765366513042,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115835/uae-continues-to-send-aid-to-assist-flood-hit-sri-lanka,ada_derana,weather,floods,Sri Lanka,Severe weather conditions posing risks to public safety. Follow official warnings.,high,[],2025-12-10T17:05:13.042169,2025-12-10T17:05:13.042279
1765366513045,Advisory issued for severe lightning,An Amber advisory has been issued by the Department of Meteorology for severe lightning in the Western and Sabaragamuwa provinces and in Galle and Matara Districts. MORE..,🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115834/advisory-issued-for-severe-lightning,ada_derana,general,general_news,Sri Lanka,General news update for public information,info,[],2025-12-10T17:05:13.045552,2025-12-10T17:05:13.045658
1765366513047,"Significant flooding reported after heavy rainfall in Jeddah, Saudi Arabia","Jeddah, Saudi Arabia has experienced heavy rainfall that has led to significant flooding and traffic congestion across the city. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115833/significant-flooding-reported-after-heavy-rainfall-in-jeddah-saudi-arabia,ada_derana,weather,rainfall_alerts,Sri Lanka,Weather-related disruptions expected. Stay informed about updates.,medium,[],2025-12-10T17:05:13.047414,2025-12-10T17:05:13.047517
1765366513050,Ex-Central Bank Governor Ajith Nivard Cabraal and three others acquitted in Greek Bond case,Former Central Bank Governor Ajith Nivard Cabraal has been released from the case pertaining to the 2012 purchase of Greek Bonds. MORE..,🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115832/ex-central-bank-governor-ajith-nivard-cabraal-and-three-others-acquitted-in-greek-bond-case,ada_derana,general,general_news,Sri Lanka,General news update for public information,info,[],2025-12-10T17:05:13.050943,2025-12-10T17:05:13.051044
1765366513053,Case against Yoshitha and grandmother adjourned pending Daisy Forrests medical report,"The Attorney General informed the Colombo High Court today (10) that Daisy Forrest, the grandmother of Yoshitha Rajapaksa and a defendant in a case filed under the Prevention of Money Laundering Act, is scheduled to undergo a psychiatric medical report tomorrow by the Colombo Judicial Medical Officer. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115831/case-against-yoshitha-and-grandmother-adjourned-pending-daisy-forrests-medical-report,ada_derana,crime,court_legal_updates,Colombo,Law enforcement update for public information.,info,[],2025-12-10T17:05:13.053150,2025-12-10T17:05:13.053258
1765366513054,Homeowners in landslide-prone areas provided with reports on risk level: NBRO,The National Building Research Organisation (NBRO) has extended landslide warnings issued to several areas based on current ground conditions and weather forecasts. MORE..,🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115830/homeowners-in-landslide-prone-areas-provided-with-reports-on-risk-level-nbro-,ada_derana,weather,landslides,Sri Lanka,Weather-related disruptions expected. Stay informed about updates.,medium,[],2025-12-10T17:05:13.054698,2025-12-10T17:05:13.054797
1765366513059,Heavy vehicles barred from using road over Kotmale Dam: Mahaweli Authority,"Heavy vehicles have been barred from using the road over the Kotmale Dam, the Mahaweli Development Authority (MDA) has announced. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115829/heavy-vehicles-barred-from-using-road-over-kotmale-dam-mahaweli-authority,ada_derana,traffic,road_accident,Sri Lanka,Traffic information update for public awareness.,info,[],2025-12-10T17:05:13.059174,2025-12-10T17:05:13.059281
1765366513060,Kolonna Pradeshiya Sabhas budget defeated for the second time,"The annual budget of the Kolonna Pradeshiya Sabha, which is controlled by the National Peoples Power (NPP), has been defeated for the second time. MORE..",🔴LIVE | Ada Derana Midday Prime News Bulletin,https://www.adaderana.lk/news/115828/kolonna-pradeshiya-sabhas-budget-defeated-for-the-second-time,ada_derana,general,general_news,Sri Lanka,General news update for public information,info,[],2025-12-10T17:05:13.060163,2025-12-10T17:05:13.060261
